StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_1,Q5_2,Q6,Q7,Q8,Q9_1,Q9_2,Q10,Q11,Q12_1,Q13,Q14,Q15_1,Q15_2,Q16,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_2,Q22,Q23,Q24_1,Q24_2,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q29,Q30
2019-01-22 06:06:24,2019-01-22 06:10:45,IP Address,60.241.29.66,100,260,True,2019-01-22 06:10:46,R_3oG7pONTHtWI8AE,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",,Difficult to move around in the space,"Completely
Satisfied",,Internet issues - made note taking (on the rolling agenda) very difficult,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,Technical issues - lost all the work we had completed,,,,,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 06:00:47,2019-01-22 06:11:04,IP Address,202.45.119.143,100,617,True,2019-01-22 06:11:05,R_vNoY4xzIV1mScmd,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",acknowledging plus deltas,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied","combination of principles and practice using them
pre-work was highly supportive for this session",,"Completely
Satisfied",working with different school staff,,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",commitment to task with guidance,,,,,,Very Well,Somewhat,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat Agree,Somewhat Agree
2019-01-22 06:06:43,2019-01-22 06:11:23,IP Address,60.241.29.66,100,279,True,2019-01-22 06:11:23,R_10GjDBqcNo3VNmg,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Moderately
Satisfied",Hearing from the educators about their story,,I found the video to be somewhat helpful,"Completely
Satisfied","Moderately
Satisfied",Very clear and concise.,More time on this subject-seemed rushed.,"Completely
Satisfied",Able to work with own team,,,,,,"Completely
Satisfied","Completely
Satisfied",Great examples shared-very relevant,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Very Well,Somewhat,Very Well,Very Well,Somewhat,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Somewhat,Strongly Agree,Strongly Agree
2019-01-22 06:08:31,2019-01-22 06:11:32,IP Address,60.241.29.66,100,180,True,2019-01-22 06:11:32,R_3Gf9KCRoWGIFFH1,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,System Team,"Completely
Satisfied",,,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 05:56:59,2019-01-22 06:12:07,IP Address,60.241.29.66,100,908,True,2019-01-22 06:12:07,R_3oMWXo7NEhy2TQB,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Great to adjust the sessions and respond to participants needs 
Passion and enthusiasm works well with humour 
","its hard to start at 8 am after a full day yesterday and homework last night, feels hard to not have much down time to actually process the experience (having said that I respect that you guys obviously did a lot more homework than we did!)",I found the video to be somewhat helpful,"Completely
Satisfied","Moderately
Satisfied","It was timely as we had just identified it as our need
","protocols for participant voice in the whole group sessions - wait time is still long
stick to protocol within the session - TF may have deviated from the protocol","Completely
Satisfied",we have imporved our ability to collaborate with each other in a purposeful way,we needed our facilitator to stick to the agenda - TF could be a critical friend or this could be a role assigned within the group so that there is space for feedback to each person on their role,,,,,"Completely
Satisfied","Completely
Satisfied","powerful session
creating the sketch of data was an open ended way to look at telling the story
looking at other groups data sketches was interesting
great to see real data from a real school - thanks to Windemere and to Duncan and team","more labels on the data - it wasnt clear which data sets were NAPLAN, eWrite or other on the last page 
a plenary to tie the data story together - I observed different interpretations of the data that may have meant misconceptions that people left with ","Completely
Satisfied","Completely
Satisfied","we created a powerful sketch of our data that was compelling in terms of urgency

we selected a wider data source for our overview with staff and it feels like we are getting better at selecting the data to tell the story","needed more time to do some noticing and wondering before this as we are still learning the process
",,,,,Somewhat,Somewhat,Very Well,Somewhat,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 06:06:36,2019-01-22 06:12:17,IP Address,49.199.111.142,100,340,True,2019-01-22 06:12:17,R_1EXTDloOaVdmnQO,,,,,-37.766693115234375,144.83331298828125,anonymous,EN,Participant,School Team,"Moderately
Satisfied","Moderately
Satisfied","Adaptive and technical challenges ",,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied","Developing own data literacy understanding ","Give me more! ",Neutral,"Protocols and timing ","Following norms ",,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied","Having TF to guide us and answer questions 
Data was pre prepared ",,,,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Not Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 05:37:49,2019-01-22 06:12:28,IP Address,202.45.119.143,100,2079,True,2019-01-22 06:12:29,R_2PtmgpBaAjTy6fu,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",Great Australian perspective on implemented change.  showed that it's ok to do slowly for maximum impact.,nothing,I did not watch the video,"Completely
Satisfied","Completely
Satisfied","Loved this!  Great start to acknowledge these facets. 

Didn't watch the video as it wasn't up when i looked at Canvas at 5pm.","Would like more examples of measurement error, validity, bias etc.  also about the challenges of designing assessment.","Completely
Satisfied",team began to work more with norms.,nothing,,,,,"Completely
Satisfied","Completely
Satisfied","Awesome to see another school's data!  Thanks to them!
",nothing,"Moderately
Satisfied","Completely
Satisfied","some confusion around the steps we needed to take.  A clear process would be helpful.
Norms were tested and checked in again.",nothing,,,,,Somewhat,Somewhat,Very Well,Not Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat Agree,Somewhat Agree
2019-01-22 06:05:49,2019-01-22 06:14:08,IP Address,60.241.29.66,100,499,True,2019-01-22 06:14:08,R_11aojT82sx8prsJ,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,System Team,"Completely
Satisfied","Moderately
Satisfied",,,I did not watch the video,"Completely
Satisfied","Moderately
Satisfied",participants engaged well,system leaders did not have the homework assignment that the rest did.,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Moderately
Satisfied",Was well scaffolded,Would have liked more time to gallery walk.,,,,,"Completely
Satisfied","Moderately
Satisfied","using swoosh from MOOC was useful as it provided data for noticing and wondering
",more time; we ran out but will catch up!!,Very Well,Somewhat,Very Well,Somewhat,Somewhat,Very Well,Very Well,Somewhat,Very Well,Somewhat,Somewhat,Very Well,Strongly Agree,Strongly Agree
2019-01-22 06:04:56,2019-01-22 06:16:12,IP Address,60.241.29.66,100,675,True,2019-01-22 06:16:12,R_2dyhMiypwPUMxh5,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,System Team,"Completely
Satisfied","Moderately
Satisfied",the relevance of the topic,,I did not watch the video,"Completely
Satisfied","Moderately
Satisfied",,process of applying learning without adequate time to learn key concepts made this difficult- perhaps more time to learn,,,,"Completely
Satisfied","Completely
Satisfied",having a model to work from and appreciated the extra support/input from David in our discussion,more time and flexibility around outputs,"Completely
Satisfied","Completely
Satisfied",using the Tas model,nil,,,,,"Completely
Satisfied","Completely
Satisfied",reviewing the swish individually and as a team,nil,Very Well,Somewhat,Very Well,Somewhat,Somewhat,Very Well,Somewhat,Somewhat,Somewhat,Very Well,Somewhat,Very Well,Somewhat Agree,Somewhat Agree
2019-01-22 06:12:33,2019-01-22 06:17:28,IP Address,60.241.29.66,100,295,True,2019-01-22 06:17:29,R_1eCWYPyAPOkknMn,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied","New information was clear and well understood ",,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",,Challenges with IT,,,,"Completely
Satisfied","Completely
Satisfied",David's use of the 4A's protocol,,"Completely
Satisfied","Completely
Satisfied","The practical work with the blue group - it was engaging, fun and gave great opportunities for learning ",,,,,,"Moderately
Satisfied","Completely
Satisfied",Commitment of the team members,More time allocation,Very Well,Somewhat,Very Well,Somewhat,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 05:54:12,2019-01-22 06:18:08,IP Address,60.241.29.66,100,1436,True,2019-01-22 06:18:09,R_23aGMvohxV7DtoD,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Having the feedback addressed gave me a sense that my thoughts and time was valued.  Again the modelling was helpful.  I love that what we are learning is always grounded in practice or research.
",,I found the video to be somewhat helpful,"Completely
Satisfied","Moderately
Satisfied",The  topic was really important but i think the time given was rushed.,,"Completely
Satisfied",Being able to work with our mentor in clarifying step to take when heading back to school.  We had got quite overwhelmed with the tasks and this kind of put us back on track.,I think more emphasis needed to be given to the pre work baseline overview.  We probably needed a more detailed process for developing this.,,,,,"Completely
Satisfied","Moderately
Satisfied",,"The data was overwhelming!!!!!  I wish I had of known that at the beginning perhaps I wouldn't have felt so useless.  I kept thinking that it was overwhelming but wasn't brave enough to say so.

Beginning to feel rushed.","Completely
Satisfied","Completely
Satisfied","Finally, after much discussion we feel that we are heading towards creating a good overview",We needed to stay within the time frame.  It is something that we need to do so as to start and end of time norm for staff.  Creating that trust!,,,,,Somewhat,Somewhat,Very Well,Somewhat,Not Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Somewhat Agree,Somewhat Agree
2019-01-22 06:07:54,2019-01-22 06:18:11,IP Address,60.241.29.66,100,617,True,2019-01-22 06:18:11,R_25TSbgHRoPTEQ22,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",clarity of instruction and relevance,,I did not watch the video,"Completely
Satisfied","Completely
Satisfied",involvement of participants,,,,,"Completely
Satisfied","Completely
Satisfied","group using norms and collaborating - delving deeper
The protocol of the 4 As was valuable as a reflection tool and for stimulating discussion and thinking of our context",,"Completely
Satisfied","Completely
Satisfied",creating a visual from sets of data was very powerful - helping to build understanding and connection to the data,,,,,,"Completely
Satisfied","Completely
Satisfied",group collaboration and clarity around perhaps is growing...,time seemed short...,Very Well,Somewhat,Somewhat,Very Well,Somewhat,Very Well,Very Well,Somewhat,Very Well,Somewhat,Very Well,Very Well,Somewhat Agree,Somewhat Agree
2019-01-22 06:07:38,2019-01-22 06:18:34,IP Address,60.241.29.66,100,655,True,2019-01-22 06:18:34,R_2DYWXkCsoIzxb6k,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied","Good to review the big picture and then focus on where today's session fitted.
Great range of activities again.",Didn't know that there was a video to watch.  Did I miss something somewhere??  Then found it was listed on Tuesday's agenda.  I will make sure I'm more vigilant in reading the agenda for the next day.,I did not watch the video,"Moderately
Satisfied","Moderately
Satisfied",A sometimes difficult topic to build with a big group.  Done extremely well by Megan and Jorge.  The scenarios and discussion really deepened understanding.,Maybe more time to summarise what teams talked about to ensure that we covered / discovered all the important elements.,,,,"Moderately
Satisfied","Completely
Satisfied",4 As protocol worked well - gave our team flexibility to deepen our thinking around the work going forward,More time!,"Completely
Satisfied","Moderately
Satisfied","Using real data from a real school.
Reconstructing the data into a visual.
Use of norms as part of the work.",More time to gallery walk and look at other charts.,,,,,"Moderately
Satisfied","Completely
Satisfied","The way the team worked together.  Great facilitation, time keeping and notes.
Flexible and jointly decided to give a protocol more time.
",Time to deepen thinking further but maybe it is good to have a time for reflection before getting back to the work at hand tomorrow.,Very Well,Somewhat,Very Well,Very Well,Somewhat,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 06:06:29,2019-01-22 06:18:53,IP Address,202.45.119.143,100,743,True,2019-01-22 06:18:53,R_3qxRKM1jiuOq37e,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Defining difference between Technical and adaptive Challenges
Home case study was practical and gave context for where to start when we go back to school",N/A,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied","activities very practical
",Technical issues with connectivity,"Completely
Satisfied","Rich knowledge and skills
how important this step is in the swoosh was made very apparent",NA,,,,,"Completely
Satisfied","Completely
Satisfied",Modelling and then practical application,N/A,"Completely
Satisfied","Completely
Satisfied",Practising our skills taught,N/A,,,,,Somewhat,Somewhat,Very Well,Somewhat,Very Well,Very Well,Somewhat,Somewhat,Very Well,Somewhat,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 05:54:58,2019-01-22 06:21:04,IP Address,60.241.29.66,100,1566,True,2019-01-22 06:21:05,R_2EjgptBUb7n8Ydd,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","It was a good easy introduction to the day. ",I did not get a sense of team from the 3 who shared (they seemed unprepared),I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",This part of the data wise is challenging for me to understand without having to refer to my book or handouts. I though the session was well presented this morning and I liked the powerpoint that Jorge had.,,"Completely
Satisfied","I was able to make connections to my work at school. It was really helpful hat Duncan was able to genuinely understand our work, being in a similar school and thought that this was particularly useful for our team","More time ",,,,,"Completely
Satisfied","Completely
Satisfied",It was great to see all the different ways groups interpreted the data.,I think it would have been good to have more norm work (reminders). One of my team ' adhering to norms and we didnt call it!,"Completely
Satisfied","Completely
Satisfied",It was a seamless transition back into our work with the rolling agenda. Much easier to pick up today.,,,,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Somewhat,Not Very Well,Somewhat,Strongly Agree,Strongly Agree
2019-01-22 06:28:05,2019-01-22 06:32:56,IP Address,1.152.106.54,100,291,True,2019-01-22 06:32:56,R_3oGTSdZtCHohmyf,,,,,-37.8332977294921875,145,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",Enjoyed this session. My learning curve was large!,,"Completely
Satisfied","Thoroughly enjoy working at school based level with the team. ",,,,,,"Completely
Satisfied","Completely
Satisfied","Visuals and telling different narratives very helpful. ",,"Completely
Satisfied","Completely
Satisfied","Again the time to practice the skills with the team very helpful. ",,,,,,Somewhat,Somewhat,Somewhat,Somewhat,Very Well,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very Well,Somewhat,Strongly Agree,Strongly Agree
2019-01-22 06:18:03,2019-01-22 06:37:50,IP Address,49.184.212.18,100,1187,True,2019-01-22 06:37:51,R_1E4qxokLftrAL7F,,,,,-37.810302734375,144.95440673828125,anonymous,EN,Participant,School Team,"Moderately
Satisfied","Completely
Satisfied","Being able to speak with teaching fellow about issues. ","Nil. ",I found the video to be somewhat helpful,"Completely
Satisfied","Moderately
Satisfied","Being able to dive into the different issues with data. ","The video for homework dropped out while i was completing it, so the pre info felt a little disjointed. 

Feel less solid in my understanding of the language in this topic in comparison with others, only interms of the naming. (Eg validity vs sample error) ","Moderately
Satisfied","Ability to speak about our context. ","Less text in the agenda, felt very wordy and hard to read whilst having our robust discussions. ",,,,,"Completely
Satisfied","Completely
Satisfied","Being able to construct a data display from real data to tell a story, then be able to compare our story to the stories of others. 
Was also great that facilitators announced announcements in the back room where we were working so we could hear. ","Nil. ","Moderately
Satisfied","Moderately
Satisfied","Teaching fellow continued to prompt group to keep moving as we were not making progress. ","Not sure that any of our data is valid as we are a new school which is growing, so we have
Data n~350 for 2017
Data n~ 740 for 2018
There for any averages we present are not strongly valid as a comparison. 
Although is it about education around how to rationalise if data is valid and practise noticing and wonderings. ",,,,,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Somewhat Agree
2019-01-22 07:30:19,2019-01-22 07:40:40,IP Address,120.21.33.104,100,621,True,2019-01-22 07:40:41,R_WjOc8i4N8HSPA3L,,,,,-37.75,145.016693115234375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Hearing tha FB and comparing them to my thinking - what was consistent.
","I didn’t feel a response needed to be given to every delta, we understand challenges arise.",I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied"," Jorge was great, he brought great clarity to the material he was presenting. The visual was incredibly rich to paint a narrative of his facts.",,"Completely
Satisfied",Rolling agenda was great today as the task kept us comparing to our school and the new information we had learnt; criticizing our data source.,We finished the agenda quickly,,,,,"Completely
Satisfied","Completely
Satisfied",The task was so engaging and created strong glue in our team. To think we met them yesterday!,"I wanted to keep going, but all good things must come to an end!","Completely
Satisfied","Completely
Satisfied","It was great to practice what we preach. Creating a data overview yielded strong conversation. ",We needed more time to dig deep and develop our data to present on our slide.,,,,,Very Well,Somewhat,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 08:57:08,2019-01-22 09:18:49,IP Address,144.132.48.6,100,1300,True,2019-01-22 09:18:49,R_338vYLG89qg8FhZ,,,,,-37.806396484375,145.030914306640625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Modelling the use of feedback. The visuals that clarified the information presented. 
The Australian context continues to provide transfer of the information from texts in a way that is meaningful for us. Penny's explanation and steps were excellent.",Asking for clarification were the questions posed actually answered. Perhaps a structure for response would be beneficial for these participants.,I did not watch the video,,"Completely
Satisfied","I endeavoured to access the video but it would not open. After trying different ways and have encountered digital difficulties through the day, I was spent and did not persist. 
The session was able to provide me with an understanding in a common sense way even without the video. ",Nothing,"Completely
Satisfied",Applying the process to our school context was excellent as it provided us with understanding of what data we actually needed. That the assessment was valid and assessed what it meant to assess for leaning and teaching.,Maybe further support in the productive struggle of the team conversation,,,,,"Completely
Satisfied","Completely
Satisfied","The heading and the story and the careful consideration of the structure of the visual presentation of the data in order for all staff to understand, notice and wonder.","Unfortunately, the space did not allow the gallery walk but keeping the charts up may help",,"Completely
Satisfied",The norms to adjust the conversation and how the data will be presented clearly. The support of TF in this session.,"The time to extract the data required and begin the chart. ",,,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly Agree,
2019-01-22 09:42:10,2019-01-22 09:52:57,IP Address,124.149.155.212,100,646,True,2019-01-22 09:52:57,R_3OczdG774TajSTD,,,,,-37.810302734375,144.95440673828125,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",It was good to recap the key deliverables,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",I found the various approaches to accessing this learning really helpful.  I have been struggling with this area and found that this session started to solidify these key areas to assessment and data interpretation.,"I know have been working on the 'dry' nature of this topic, however if you can find a way to 'jazz up' the dry stuff, that could improve the session.  Good luck! ;)","Moderately
Satisfied",We used the norms to keep each other in check,"I know this is a delicate balance (as the opposite of this was a delta yesterday) but I feel that the agendas are a bit too prescriptive for our team. ",,,,,"Completely
Satisfied","Completely
Satisfied",The collaborative work was awesome!  I was amazed at how creating the data overview actually changed the story we saw - it took us to a deeper place.,Nothing it was really great!,"Moderately
Dissatisfied","Moderately
Satisfied","The connected conversation protocol is awesome - a great way to start and connect a session

My team acknowledged that they were a bit unhelpful.",I felt like I was really carrying the load - it's my role.,,,,,Somewhat,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat Agree,Somewhat Agree
2019-01-22 10:10:42,2019-01-22 10:18:10,IP Address,49.177.31.172,100,447,True,2019-01-22 10:18:10,R_qybsFUGmyB5qPG9,,,,,-37.899993896484375,145.100006103515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",Respectful and responsive. Really liked the distinction between adaptive and technical challenges. A great help to define and identify the scope of the respective challenges,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",I found this accessible as the reading and the MOOC helped to develop a good understanding of the issues. Homework and handout strengthened the understanding.,,"Completely
Satisfied",Good collaboration amongst the team and strong support from our TF.,,,,,,"Completely
Satisfied","Completely
Satisfied",Good chance to work collaboratively.,,"Completely
Satisfied","Completely
Satisfied",Managed time well and built skills in cooperating to keep the meeting time productive.,,,,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 12:37:41,2019-01-22 12:54:08,IP Address,203.164.8.43,100,986,True,2019-01-22 12:54:09,R_2tEVf05LnKYE1Te,,,,,-37.806396484375,145.030914306640625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Appreciated hearing feedback from the day before and that things would be adapted during the course (E.g. air con.) Thank you!

Knowing whether a challenge is adaptive or technical allows us to approach it in perhaps a different way.",Nothing,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied","Doing the survey questions as a group, then having answers explained.

Very useful handout with summary of data definitions.",More survey questions for us to answer,"Completely
Satisfied","Having rich discussions around a real-life assessment task.

Using the ‘responsible use of data’ vocabulary in our discussions.",More examples of assessment tasks to analyse,,,,,"Completely
Satisfied","Completely
Satisfied","I now have more clarity around choosing a focus area.

Analysing such a comprehensive stack of data made me consider how teaching staff would approach this.

Very useful to be able to summarise data. Enjoyed this task.",Little more time to draw charts.,"Completely
Satisfied","Completely
Satisfied","Chance to discuss in our school team  the implementation of Data Wise.

Chance to practice norms

Discussion needed to be limited to the data we were analysing; no time to go off track.",Nothing.,,,,,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Somewhat,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 06:01:24,2019-01-22 06:02:31,IP Address,60.241.29.66,10,67,False,2019-01-29 06:02:40,R_2EuhhgK02vDu2ei,,,,,,,anonymous,EN,Participant,School Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22 05:55:54,2019-01-22 08:41:49,IP Address,121.214.144.154,10,9955,False,2019-01-29 08:41:58,R_2OJbjZgE9g2jl2v,,,,,,,anonymous,EN,Participant,School Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22 06:03:01,2019-01-24 06:06:11,IP Address,60.241.29.66,10,172989,False,2019-01-31 06:06:17,R_1SntHOnAeYz1uw1,,,,,,,anonymous,EN,Participant,School Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-31 02:22:55,2019-02-01 05:32:29,IP Address,110.145.181.150,10,97773,False,2019-02-08 05:32:40,R_248DDRAgnxwYGZt,,,,,,,anonymous,EN,Participant,School Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
